1110675,51360000,,,,,
1110691,52310200,57130000,,,,
1110720,70110000,,,,,
1110790,22110104,22690201,23920000,22970000,,
1110980,50820300,76992203,,,,
1110985,52110203,,,,,
1111041,61620000,,,,,
1111103,32290000,,,,,
1111264,53310000,,,,,
1111525,80690101,83619904,,,,
1111947,50630000,50850000,,,,
1112101,55319901,50149901,,,,
1112192,48130102,,,,,
